apt_id,region_code,addr,primary_no,sub_no,apt_title,n_apt_title,lat,lon,sectors,construction,completion,households,heating_system,heating_resource,max_floor,min_floor,parking_capacity,parking_lot,community,min_area_supply,max_area_supply,min_area_use,max_area_use,addr_street,addr_short,executor,homepage,telno,category1,category2,available_date,ncode,in_use,deal_cnt,lease_cnt,rent_cnt,sido_code,dong_code,gubun,join_key,area_supply_pyeong
1165010717,11650,서울시 서초구 반포동 60-4,60,4,반포동,반포미도1차,37.502254,127.008811,8동,,1987,1260,지역난방,열병합,15층,15층,1.07,1,0,110.46,110.46,84.96,84.96,서울시 서초구 서초중앙로29길 28,서울시 서초구 반포동,,,,,,,444,1,34,38,28,11,1165010700,아파트,1165000600004,33
1165010312,11650,서울시 서초구 우면동 773,773,0,우면동,서초힐스,37.45746,127.018151,12동,(주)서희건설,2012,1082,개별난방,도시가스,25층,12층,1.17,0,1,81.96,116.29,59.89,84.98,서울시 서초구 양재대로2길 90,서울시 서초구 우면동,,,,,,,103577,1,23,54,10,11,1165010300,아파트,1165007730000,35
1165010849,11650,서울시 서초구 서초동 1682,1682,0,서초동,서초래미안,37.498528,127.019039,13동,삼성물산,2003,1129,개별난방,열병합,27층,10층,1.61,1,0,112.73,167.09,84.95,127.66,서울시 서초구 서초대로65길 13-10,서울시 서초구 서초동,,,,,,,1285,1,24,27,17,11,1165010800,아파트,1165016820000,44
1165010901,11650,서울시 서초구 내곡동 411,411,0,내곡동,서초더샵포레,37.452674,127.063435,26동,(주)포스코건설,2014,1264,개별난방,도시가스,20층,2층,1.39,0,0,80.7,153.1,59.69,114.71,서울시 서초구 헌릉로8길 58,서울시 서초구 내곡동,,,,,,,107901,1,47,26,15,11,1165010900,아파트,1165004110000,46
1165010902,11650,서울시 서초구 내곡동 384,384,0,내곡동,서초포레스타2단지,37.455377,127.06122,13동,"고려개발(주),동원건설산업(주)",2015,1077,개별난방,도시가스,21층,11층,1.1,0,-,87.56,124.35,59.09,84.87,서울시 서초구 헌릉로8길 45,서울시 서초구 내곡동,,,,,,,108832,1,7,5,4,11,1165010900,아파트,1165003840000,37
1165010307,11650,서울시 서초구 우면동 717,717,0,우면동,서초네이처힐3단지,37.464722,127.027902,17동,진흥기업(주),2013,1251,개별난방,도시가스,19층,12층,1.13,0,1,112.06,151.95,84.61,114.79,서울시 서초구 태봉로2길 60,서울시 서초구 우면동,,,,,,,105171,1,7,6,1,11,1165010300,아파트,1165007170000,46
1165010726,11650,서울시 서초구 반포동 1-1번지 일원,1,1,반포동,래미안원베일리,37.5068,126.998185,23동,삼성물산㈜,2023,2990,지역난방,열병합,35층,11층,1.82,0,1,62.68,315.31,46.93,234.96,,서울시 서초구 반포동,,,,,,,142155,1,11,0,0,11,1165010700,아파트분양권,1165000010001,24
1165010706,11650,서울시 서초구 반포동 1341,1341,0,반포동,반포래미안아이파크,37.501879,127.013411,11동,"에이치디씨현대산업개발(주),삼성물산(주)",2018,829,지역난방,열병합,34층,9층,1.6,0,-,77.27,196.96,49.84,150.96,서울시 서초구 서초중앙로 220,서울시 서초구 반포동,,,,,,,112008,1,30,65,57,11,1165010700,아파트,1165013410000,34
1165010648,11650,서울시 서초구 잠원동 162,162,0,잠원동,반포센트럴자이,37.507069,127.001701,7동,지에스건설(주),2020,757,지역난방,열병합,35층,20층,1.58,0,1,82.17,155.55,59.97,114.96,서울시 서초구 반포대로 310-6,서울시 서초구 잠원동,,,,,,,118947,1,46,64,57,11,1165010600,아파트,1165001620000,35
1165010646,11650,서울시 서초구 잠원동 157,157,0,잠원동,동아,37.509144,127.010552,8동,동아건설산업(주),2002,991,개별난방,도시가스,20층,6층,1.03,1,0,81.33,109.07,59.8,84.91,서울시 서초구 신반포로33길 15,서울시 서초구 잠원동,,,,,,,3009,1,91,81,57,11,1165010600,아파트,1165001570000,33
1165010802,11650,서울시 서초구 서초동 1311-10,1311,10,서초동,서초푸르지오써밋,37.501348,127.021151,7동,(주)대우건설,2017,907,지역난방,열병합,35층,11층,1.41,0,-,80.96,160.83,59.62,120.98,서울시 서초구 서운로 201,서울시 서초구 서초동,,,,,,,109119,1,70,61,86,11,1165010800,아파트,1165013110010,34
1165010140,11650,서울시 서초구 방배동 1028-1,1028,1,방배동,방배그랑자이,37.476841,126.999627,8동,지에스건설(주),2021,758,지역난방,열병합,20층,16층,1.98,0,1,72.91,170.8,54.99,133.87,서울시 서초구 방배로 21,서울시 서초구 방배동,,,,,,,125757,1,11,11,7,11,1165010100,아파트,1165010280001,33
1165010713,11650,서울시 서초구 반포동 1342,1342,0,반포동,반포써밋,37.50156,127.017953,8동,(주)대우건설,2018,764,지역난방,열병합,35층,9층,1.56,0,1,77.86,170.68,59.32,133.04,서울시 서초구 고무래로 89,서울시 서초구 반포동,,,,,,,111687,1,28,22,44,11,1165010700,아파트,1165013420000,33
1165010603,11650,서울시 서초구 잠원동 159,159,0,잠원동,아크로리버뷰신반포,37.514868,127.007489,5동,대림산업(주),2018,595,개별난방,도시가스,35층,28층,1.49,0,1,109.57,117.92,78.48,84.82,서울시 서초구 잠원로 117,서울시 서초구 잠원동,,,,,,,113295,1,66,87,75,11,1165010600,아파트,1165001590000,33
1165010803,11650,서울시 서초구 서초동 1312-3,1312,3,서초동,롯데캐슬클래식,37.500515,127.021806,15동,롯데건설(주),2006,990,지역난방,열병합,27층,15층,1.45,0,0,94.91,154.9,74.3,133.45,서울시 서초구 서운로 197,서울시 서초구 서초동,,,,,,,11844,1,70,76,71,11,1165010800,아파트,1165013120003,32
1165010852,11650,서울시 서초구 서초동 1685-3,1685,3,서초동,아크로비스타,37.498694,127.013031,3동,대림산업(주),2004,757,지역난방,열병합,37층,22층,2.7,0,1,128.37,305.47,101.81,242.26,서울시 서초구 서초중앙로 188,서울시 서초구 서초동,,,,,,,3104,1,33,9,1,11,1165010800,아파트,1165016850003,53
1165010604,11650,서울시 서초구 잠원동 160,160,0,잠원동,신반포자이,37.510166,127.008408,7동,㈜GS건설,2018,607,지역난방,열병합,28층,23층,1.61,0,1,85.34,203.13,59.35,153.98,서울시 서초구 잠원로 60,서울시 서초구 잠원동,,,,,,,111703,1,51,71,57,11,1165010600,아파트,1165001600000,35
1165010725,11650,서울시 서초구 반포동 32-8,32,8,반포동,디에이치라클라스,37.500695,127.014008,6동,현대건설(주),2021,848,지역난방,열병합,35층,15층,1.8,0,1,69.11,173.86,50.98,132.98,서울시 서초구 서초중앙로 206,서울시 서초구 반포동,,,,,,,125080,1,22,19,37,11,1165010700,아파트,1165000320008,33
1165010854,11650,서울시 서초구 서초동 1687,1687,0,서초동,유원서초,37.496155,127.018584,4동,유원건설(주),1993,590,지역난방,열병합,18층,12층,0.7,1,0,105.8,105.86,84.82,84.87,서울시 서초구 서초중앙로24길 43,서울시 서초구 서초동,,,,,,,491,1,20,22,18,11,1165010800,아파트,1165016870000,32
1165010855,11650,서울시 서초구 서초동 1754,1754,0,서초동,래미안서초에스티지S,37.492859,127.027121,5동,삼성물산(주),2018,593,지역난방,열병합,32층,16층,1.44,0,-,111.13,171.74,84.17,134.27,서울시 서초구 서운로 104,서울시 서초구 서초동,,,,,,,111665,1,28,43,18,11,1165010800,아파트,1165017540000,33
1165010811,11650,서울시 서초구 서초동 1333,1333,0,서초동,신동아1차,37.492018,127.023953,6동,신동아건설(주),1978,893,중앙난방,열병합,13층,13층,1,1,-,82.17,170.14,75.86,157.2,서울시 서초구 사임당로 137,서울시 서초구 서초동,,,,,,,484,1,64,15,3,11,1165010800,재건축,1165013330000,28
1165010201,11650,서울시 서초구 양재동 154-2,154,2,양재동,양재우성,37.474905,127.031343,10동,우성건설,1991,794,중앙난방,도시가스,15층,12층,0.94,1,1,89.42,101.38,73.15,84.91,서울시 서초구 바우뫼로 91,서울시 서초구 양재동,,,,,,,504,1,25,11,3,11,1165010200,아파트,1165001540002,30
1165010619,11650,서울시 서초구 잠원동 56-3,56,3,잠원동,잠원한신,37.516,127.010428,7동,한신공영,1992,540,지역난방,열병합,15층,15층,1,1,0,94.42,94.42,84.52,84.52,서울시 서초구 잠원로 150,서울시 서초구 잠원동,,,,,,,517,1,25,22,15,11,1165010600,아파트,1165000560003,28
1165010311,11650,서울시 서초구 우면동 753,753,0,우면동,서초호반써밋,37.456552,127.013065,6동,울트라건설(주),2013,550,개별난방,도시가스,25층,21층,2,0,1,128.07,213.47,101.01,165.5,서울시 서초구 양재대로2길 109,서울시 서초구 우면동,,,,,,,103648,1,16,11,5,11,1165010300,아파트,1165007530000,38
1165010602,11650,서울시 서초구 잠원동 158,158,0,잠원동,래미안신반포팰리스,37.515289,127.012151,7동,삼성물산(주),2016,843,지역난방,열병합,35층,15층,1.55,0,-,111.79,169.02,84.42,133.06,서울시 서초구 잠원로8길 35,서울시 서초구 잠원동,,,,,,,108228,1,40,67,60,11,1165010600,아파트,1165001580000,33
1165010116,11650,서울시 서초구 방배동 424-28,424,28,방배동,방배롯데캐슬아르떼,37.483848,126.984676,11동,롯데건설(주),2013,744,개별난방,도시가스,18층,10층,1.57,0,1,84.27,251.51,59.97,216.27,서울시 서초구 방배천로18길 11,서울시 서초구 방배동,,,,,,,104449,1,17,7,5,11,1165010100,아파트,1165004240028,33
1165010109,11650,서울시 서초구 방배동 1344,1344,0,방배동,방배현대홈타운1차,37.489189,126.983417,8동,현대건설(주),1999,644,개별난방,도시가스,20층,11층,1.23,1,1,85.04,163.97,59.94,134.76,서울시 서초구 서초대로1길 30,서울시 서초구 방배동,,,,,,,464,1,26,15,12,11,1165010100,아파트,1165013440000,25
1165010804,11650,서울시 서초구 서초동 1315,1315,0,서초동,진흥,37.497326,127.022911,7동,진흥기업(주),1979,615,지역난방,열병합,15층,15층,1.21,1,0,107.5,172.16,101.32,160.46,서울시 서초구 서초대로 385,서울시 서초구 서초동,,,,,,,492,1,14,21,10,11,1165010800,아파트,1165013150000,32
1165010102,11650,서울시 서초구 방배동 1008-2,1008,2,방배동,방배래미안아트힐,37.477688,127.005111,10동,삼성물산(주),2004,588,개별난방,도시가스,24층,17층,2.11,0,1,126.48,201.28,105.27,174.5,서울시 서초구 남부순환로 2311-12,서울시 서초구 방배동,,,,,,,9521,1,19,2,0,11,1165010100,아파트,1165010080002,46
1165010829,11650,서울시 서초구 서초동 1446-11,1446,11,서초동,현대슈퍼빌,37.482825,127.016089,4동,현대건설(주),2003,645,지역난방,열병합,46층,22층,2.37,0,0,204.96,337.19,147.86,244.66,서울시 서초구 서초중앙로 15,서울시 서초구 서초동,,,,,,,3410,1,15,4,0,11,1165010800,아파트,1165014460011,69
1165011104,11650,서울시 서초구 신원동 619,619,0,신원동,서초포레스타6단지,37.449807,127.055535,11동,계룡건설산업(주),2015,585,개별난방,도시가스,7층,7층,1.05,0,-,86.35,121.75,59.93,84.79,서울시 서초구 청계산로9길 1-12,서울시 서초구 신원동,,,,,,,108834,1,9,3,1,11,1165011100,아파트,1165006190000,26
1165011102,11650,서울시 서초구 신원동 579,579,0,신원동,서초포레스타5단지,37.451524,127.05712,11동,"한신공영(주), 에이스종합건설(주)",2014,547,개별난방,도시가스,17층,5층,1.27,0,-,80.4,154.33,59.93,114.92,서울시 서초구 청계산로7길 43,서울시 서초구 신원동,,,,,,,107903,1,14,10,2,11,1165011100,아파트,1165005790000,34
1165010621,11650,서울시 서초구 잠원동 58-16,58,16,잠원동,신반포10차,37.512468,127.01371,5동,한신공영(주),1981,876,지역난방,열병합,12층,12층,0,1,-,57.64,81.69,53.88,76.32,서울시 서초구 나루터로4길 39,서울시 서초구 잠원동,,,,,,,519,1,8,0,0,11,1165010600,재건축,1165000580016,17
1165010626,11650,서울시 서초구 잠원동 60-3,60,3,잠원동,신반포8차,37.511337,127.012084,9동,한신공영(주),1981,864,지역난방,열병합,12층,12층,0,1,0,56.43,154.86,52.74,143.03,서울시 서초구 나루터로4길 28,서울시 서초구 잠원동,,,,,,,536,1,9,0,0,11,1165010600,재건축,1165000600003,17
1165010651,11650,서울시 서초구 잠원동 74-1번지 외 1필지,74,1,잠원동,반포르엘,37.507392,127.003006,7동,롯데건설(주),2022,596,지역난방,열병합,35층,25층,1.77,0,1,79.34,156.21,59.94,121.6,,서울시 서초구 잠원동,,,,,,,128008,1,85,298,288,11,1165010600,아파트분양권,1165000740001,38
1165010801,11650,서울시 서초구 서초동 1301-6,1301,6,서초동,래미안서초스위트,37.502179,127.020359,3동,삼성물산(주),2009,392,지역난방,열병합,31층,21층,1.28,-,0,80.1,125.96,59.99,95.8,서울시 서초구 서운로 221,서울시 서초구 서초동,,,,,,,25772,1,52,47,19,11,1165010800,아파트,1165013010006,34
1165010853,11650,서울시 서초구 서초동 1686-9,1686,9,서초동,서초교대e편한세상,37.496937,127.017375,6동,대림산업(주),2010,435,지역난방,열병합,20층,11층,1.75,-,0,81.47,224.42,59.9,176.35,서울시 서초구 서초중앙로24길 33,서울시 서초구 서초동,,,,,,,101344,1,28,8,8,11,1165010800,아파트,1165016860009,34
1165010810,11650,서울시 서초구 서초동 1332-13,1332,13,서초동,래미안서초에스티지,37.492833,127.025172,4동,삼성물산(주),2016,421,지역난방,열병합,33층,15층,1.47,-,1,85.16,183.93,59.99,144.99,서울시 서초구 서운로 107,서울시 서초구 서초동,,,,,,,110364,1,17,11,3,11,1165010800,아파트,1165013320013,33
1165010707,11650,서울시 서초구 반포동 16-6,16,6,반포동,반포힐스테이트,37.501541,126.996878,5동,현대건설(주),2012,397,지역난방,열병합,29층,25층,1.76,-,0,86.6,190.99,59.7,155.95,서울시 서초구 신반포로16길 15-20,서울시 서초구 반포동,,,,,,,100512,1,21,19,9,11,1165010700,아파트,1165000160006,35
1165010615,11650,서울시 서초구 잠원동 53-15,53,15,잠원동,강변,37.517893,127.012699,4동,한신공영,1987,360,지역난방,도시가스,15층,15층,0.9,-,0,89.35,101.08,66.29,84.53,서울시 서초구 잠원로 166-17,서울시 서초구 잠원동,,,,,,,511,1,20,13,15,11,1165010600,아파트,1165000530015,30
1165010313,11650,서울시 서초구 우면동 789,789,0,우면동,LH서초5단지,37.45932,127.025146,3동,울트라건설(주) 외1,2013,358,개별난방,도시가스,25층,13층,1.17,-,1,81.97,116.25,59.93,84.99,서울시 서초구 양재대로2길 11,서울시 서초구 우면동,,,,,,,104034,1,17,34,13,11,1165010300,아파트,1165007890000,35
1165010808,11650,서울시 서초구 서초동 1326-17,1326,17,서초동,우성5차,37.494502,127.026894,2동,(주)우성건설,1998,408,지역난방,도시가스,23층,19층,1,-,1,74.48,167.83,57.26,134.91,서울시 서초구 서초대로74길 30,서울시 서초구 서초동,,,,,,,490,1,17,29,18,11,1165010800,아파트,1165013260017,24
1165010611,11650,서울시 서초구 잠원동 50-5,50,5,잠원동,신반포12차,37.516073,127.014839,3동,수도배관(공용배관) 교체완료(2021년),1982,324,한신공영,(주),12층,12층,0.96,-,0,59.35,114.1,55.45,106.19,서울시 서초구 잠원로14길 41,서울시 서초구 잠원동,,,,,,,308,1,13,19,9,11,1165010600,재건축,1165000500005,17
1165010633,11650,서울시 서초구 잠원동 63-2,63,2,잠원동,신반포청구,37.514334,127.008403,2동,주식회사 청구,1998,347,개별난방,도시가스,18층,14층,0,-,0,80.09,109.65,59.55,84.86,서울시 서초구 신반포로33길 66,서울시 서초구 잠원동,,,,,,,518,1,31,23,6,11,1165010600,아파트,1165000630002,33
1165010617,11650,서울시 서초구 잠원동 55-12,55,12,잠원동,신반포16차,37.517509,127.00991,2동,한신공영(주),1983,396,지역난방,열병합,11층,11층,0,-,0,57.58,91.49,52.32,83.12,서울시 서초구 잠원로 157,서울시 서초구 잠원동,,,,,,,8149,1,34,29,12,11,1165010600,아파트,1165000550012,17
1165010138,11650,서울시 서초구 방배동 3278,3278,0,방배동,방배아트자이,37.480072,127.002326,5동,지에스건설(주),2018,353,지역난방,열병합,15층,10층,1.62,-,-,80.56,159.29,59.9,126.62,서울시 서초구 명달로9길 57,서울시 서초구 방배동,,,,,,,115037,1,28,15,7,11,1165010100,아파트,1165032780000,32
1165010110,11650,서울시 서초구 방배동 2001,2001,0,방배동,방배현대홈타운2차,37.490473,126.98384,6동,현대건설,2001,384,개별난방,도시가스,20층,14층,1.26,-,0,81.58,176.05,59.86,147.26,서울시 서초구 서초대로1길 34,서울시 서초구 방배동,,,,,,,3346,1,16,4,6,11,1165010100,아파트,1165020010000,32
1165010314,11650,서울시 서초구 우면동 788,788,0,우면동,서초LH4단지,37.458206,127.023515,4동,울트라건설(주),2013,424,개별난방,도시가스,25층,21층,0,0,1,71.15,116.53,51.89,84.99,서울시 서초구 양재대로2길 33,서울시 서초구 우면동,,,,,,,132779,1,14,28,33,11,1165010300,아파트,1165007880000,21
1165010809,11650,서울시 서초구 서초동 1330,1330,0,서초동,삼성쉐르빌II,37.49396,127.027795,1동,삼성중공업(주),2002,365,개별난방,도시가스,21층,12층,0.73,-,0,50.59,101.38,35.17,70.49,서울시 서초구 강남대로53길 11,서울시 서초구 서초동,,,,,,,9615,1,22,21,10,11,1165010800,아파트,1165013300000,15
1165011101,11650,서울시 서초구 신원동 568,568,0,신원동,서초포레스타3단지,37.454873,127.058977,8동,한신공영(주)외1,2014,482,개별난방,도시가스,19층,9층,1.25,-,1,82.02,155.43,59.93,114.81,서울시 서초구 헌릉로8길 22,서울시 서초구 신원동,,,,,,,107902,1,10,4,3,11,1165011100,아파트,1165005680000,24
1165010610,11650,서울시 서초구 잠원동 50-1,50,1,잠원동,롯데캐슬갤럭시2차,37.518663,127.016434,8동,롯데건설주식회사,2004,428,지역난방,열병합,28층,10층,1.99,-,0,128.98,168.28,109.56,148.86,서울시 서초구 잠원로14길 23,서울시 서초구 잠원동,,,,,,,8502,1,16,8,13,11,1165010600,아파트,1165000500001,46
1165010827,11650,서울시 서초구 서초동 1445-14,1445,14,서초동,더샵서초,37.484115,127.018345,3동,(주)포스코건설,2006,329,지역난방,열병합,32층,20층,3.42,-,1,43.93,286.95,30.39,235.86,서울시 서초구 서초중앙로2길 21,서울시 서초구 서초동,,,,,,,12232,1,16,13,2,11,1165010800,아파트,1165014450014,14
1165010647,11650,서울시 서초구 잠원동 161,161,0,잠원동,래미안신반포리오센트,37.518478,127.013762,6동,삼성물산㈜,2019,475,지역난방,열병합,32층,15층,1.81,0,1,85.91,172.8,59.92,133.37,서울시 서초구 잠원로14길 32,서울시 서초구 잠원동,,,,,,,114533,1,39,17,9,11,1165010600,아파트,1165001610000,52
1165010828,11650,서울시 서초구 서초동 1445-4,1445,4,서초동,래미안서초유니빌,37.484562,127.016915,1동,삼성물산(주),2003,440,개별난방,도시가스,24층,18층,0.82,-,1,46.34,90.38,34.05,66.41,서울시 서초구 서초중앙로 26,서울시 서초구 서초동,,,,,,,11539,1,18,8,7,11,1165010800,아파트,1165014450004,18
1165010858,11650,서울시 서초구 서초동 1582-3,1582,3,서초동,서초센트럴아이파크,37.486804,127.011758,2동,현대산업개발(주),2020,318,개별난방,도시가스,33층,33층,1.14,0,1,104.92,107.07,80.5,80.59,서울시 서초구 반포대로18길 36,서울시 서초구 서초동,,,,,,,118791,1,15,20,16,11,1165010800,아파트,1165015820003,31
1165010718,11650,서울시 서초구 반포동 60-5,60,5,반포동,반포미도2차,37.502504,127.007462,3동,한보주택건설,1989,435,지역난방,열병합,15층,15층,1,-,0,76.99,92.94,59.07,71.49,서울시 서초구 사평대로 240,서울시 서초구 반포동,,,,,,,445,1,14,17,11,11,1165010700,아파트,1165000600005,28
1165010130,11650,서울시 서초구 방배동 866-20,866,20,방배동,방배대우디오빌,37.485971,126.984241,1동,(주)대우건설,2005,412,개별난방,도시가스,22층,4층,1.06,-,0,38.67,50.51,28.84,37.67,서울시 서초구 서초대로 17,서울시 서초구 방배동,,,,,,,19698,1,24,6,2,11,1165010100,아파트,1165008660020,12
1165010608,11650,서울시 서초구 잠원동 49-8,49,8,잠원동,한강,37.521491,127.015231,5동,한신공영(주),1989,450,지역난방,열병합,15층,11층,1,-,0,94.84,103.75,76.68,84.53,서울시 서초구 잠원로 213-10,서울시 서초구 잠원동,,,,,,,541,1,12,24,11,11,1165010600,아파트,1165000490008,31
1165010134,11650,서울시 서초구 방배동 906-13,906,13,방배동,방배서리풀e-편한세상,37.484312,126.998447,9동,대림산업(주),2010,496,개별난방,도시가스,15층,8층,1.88,-,1,83.92,210.7,59.94,164.46,서울시 서초구 효령로33길 50,서울시 서초구 방배동,,,,,,,25778,1,16,5,10,11,1165010100,아파트,1165009060013,33
1165010123,11650,서울시 서초구 방배동 770-1,770,1,방배동,삼호1차,37.495335,126.987687,3동,삼호,1975,419,지역난방,열병합,12층,12층,2.38,-,0,80.85,164.16,78.02,162.77,서울시 서초구 방배로43길 5,서울시 서초구 방배동,,,,,,,947,1,23,21,18,11,1165010100,아파트,1165007700001,24
1165010120,11650,서울시 서초구 방배동 754-1,754,1,방배동,롯데캐슬헤론,37.496713,126.984468,5동,롯데건설(주),2006,337,개별난방,도시가스,29층,12층,2.32,-,0,115.58,211.3,95.66,174.89,서울시 서초구 동광로1길 112,서울시 서초구 방배동,,,,,,,25726,1,18,2,2,11,1165010100,아파트,1165007540001,35
1165010820,11650,서울시 서초구 서초동 1346,1346,0,서초동,현대,37.485942,127.023523,5동,현대산업개발,1989,412,지역난방,열병합,15층,3층,1,-,-,91.52,109.27,62.05,84.8,서울시 서초구 효령로72길 14,서울시 서초구 서초동,,,,,,,840,1,16,11,4,11,1165010800,아파트,1165013460000,31
1165010301,11650,서울시 서초구 우면동 57,57,0,우면동,대림,37.473128,127.023475,6동,대림산업,1995,412,중앙난방,도시가스,15층,14층,1.58,-,0,155.59,155.59,130.89,130.89,서울시 서초구 바우뫼로7길 51,서울시 서초구 우면동,,,,,,,507,1,18,7,0,11,1165010300,아파트,1165000570000,47
1165010721,11650,서울시 서초구 반포동 70-1,70,1,반포동,한신서래,37.49929,127.00086,4동,한신공영(주),1987,414,지역난방,열병합,12층,8층,1.29,-,1,67.44,175.47,45.72,147.67,서울시 서초구 사평대로28길 31,서울시 서초구 반포동,,,,,,,459,1,11,7,2,11,1165010700,아파트,1165000700001,27
1165010112,11650,서울시 서초구 방배동 2525,2525,0,방배동,방배우성,37.474417,126.982972,9동,우성건설(주),1989,468,개별난방,도시가스,12층,12층,1,-,0,98.62,138.46,80.2,117.19,서울시 서초구 방배선행길 1,서울시 서초구 방배동,,,,,,,471,1,11,4,2,11,1165010100,아파트,1165025250000,41
1165010302,11650,서울시 서초구 우면동 59,59,0,우면동,동고,37.471401,127.023757,5동,(주)동양고속건설,1995,330,개별난방,도시가스,15층,12층,0.85,-,0,96.98,105.47,77.14,84.96,서울시 서초구 바우뫼로7길 29,서울시 서초구 우면동,,,,,,,508,1,5,6,3,11,1165010300,아파트,1165000590000,29
1165010635,11650,서울시 서초구 잠원동 65-32,65,32,잠원동,신반포7차,37.512227,127.008577,3동,한신공영(주),1980,320,지역난방,열병합,10층,10층,1,-,0,116.4,153.62,107.29,140.04,서울시 서초구 잠원로 88,서울시 서초구 잠원동,,,,,,,535,1,14,21,1,11,1165010600,재건축,1165000650032,46
1165010310,11650,서울시 서초구 우면동 737,737,0,우면동,서초네이처힐6단지,37.461495,127.026712,7동,(주)태영건설,2013,382,개별난방,도시가스,17층,7층,1.12,-,0,81.93,155.53,59.99,114.98,서울시 서초구 태봉로2길 30,서울시 서초구 우면동,,,,,,,105172,1,2,1,0,11,1165010300,아파트,1165007370000,24
1165010840,11650,서울시 서초구 서초동 1593-7,1593,7,서초동,서초이오빌,37.486602,127.012987,1동,경남기업(주),2003,462,개별난방,도시가스,24층,24층,0.72,-,0,48.96,78.09,36.66,58.48,서울시 서초구 효령로53길 45,서울시 서초구 서초동,,,,,,,12234,1,11,2,0,11,1165010800,아파트,1165015930007,14
1165010118,11650,서울시 서초구 방배동 725,725,0,방배동,삼호4차,37.497434,126.989672,6동,삼호주택,1983,481,지역난방,열병합,13층,12층,0,-,0,113.05,202.95,105.04,185.46,서울시 서초구 방배로 270,서울시 서초구 방배동,,,,,,,470,1,8,4,1,11,1165010100,아파트,1165007250000,61
